"id","question_id","question","question_date","question_by","answer_date","answer"
"193","13241","mohon maaf, saya mahasiswa dr Universitas Islam Nahdlatul Ulama Jepara, mau bertanya mengenai info Magang. jika dalam satu Univeritas ada beberapa mahasiswa yg akan mendaftar magang proposalnya jadi satu apa setiap mahasiswa memiliki proposal sendirisendiriterima kasih","08-11-2020","Afif Faisal Bahar","12-11-2020","Halo Afif,  Proposal magang bagi mahasiswa dengan jurusan yang sama dapat digabungkan. Untuk informasi lebih lanjut terkait prosedur dan syarat magang dapat dilihat padahttps://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr Terima kasih."
"194","13235","salam,Apa MK Mempunyai aplikasi mobile yang bisa di akses melalui Android","04-11-2020","Sofyan","10-11-2020","Yth. Sofyan Terima kasih atas pertanyaan yang telah diajukan. Anda dapat mengunduh aplikasi Click MK di Play Store dan App Store.Demikian disampaikan. Atas perhatiannya, diucapkan terima kasih."
"195","13231","Selamat siang, saya ijin menyampaikan pertanyaan terkait magang di MK. Magang di MK untuk periode tahun depan kalau kita yang mendaftar sekarang posisinya sudah skripsi dan januari lulus, apakah masih boleh mengikuti program magang di MK periode april, juli, oktober tahun depan Terima kasih","26-10-2020","Marselly","27-10-2020","Yth Marselly,  Magang di MK diperuntukkan bagi mahasiswa aktif dimana salah satu persyaratan pendaftaran Magang adalah dengan melampirkan surat pengantar Dekan/Kaprodi dari Universitas. Apabila persyataran tidak dipenuhi maka permohonan magang belum dapat diproses. Untuk informasi lebih lanjut terkait prosedur dan syarat magang dapat dilihat padahttps://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr Terima kasih."
"196","13230","Berdasar artikel diatas berikan penjelasan bagaimana MK menempatkan konstitusi sebagai pemegang kedaulatan tertinggi berdasar atas Pasal 1 ayat (2) UUD 19452. Dengan terbentuknya Mahkamah Konstitusi keinginan untuk menciptakan mekanisme pengujian UndangUndang terhadap Undang Undang Dasar, bagaimanakah komitmen landasan filosofi tersebut terbentuk3. Berikan penjelasan umum tentang tugas dan fungsi Mahkamah Konstitusi berdasar atas UndangUndang Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi!","26-10-2020","sitti rosdiana","09-11-2020",
"197","13229","1. Jelaskan bagaimana proses mediasi dalam praktek penyelesaian sengketa serta bagaimana agar hasil kesepakatan perdamaian dari mediasi memiliki kekuatan eksekutorial secara hukum!2. Selain mediasi sebagai salah satu alternatif penyelesaian sengketa, dikenal pula penyelesaian sengketa melalui negosiasi, jelaskan bagaimana tahapan negosiasi dan upaya apa saja yang dapat dilakukan oleh negosiator dalam menyelesaikan sengketa!","26-10-2020","Sitti rosdiana","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"198","13228","Selamat siang, izin bertanya. Saya dari jurusan Komunikasi dna Penyiaran. Apakah ada lowongan di bagian Humas atau Sosial Media","25-10-2020","Haresti","27-10-2020","Yth. Haresti,  Terima kasih atas pertanyaan yang diajukan. Seluruh informasi terkait pembukaan lowongan CPNS dan lowongan kerja lainnya di MK akan diumumkan secara terbuka di website MK. Silahkan untuk memantau info tersebut secara berkala di website MK. Demikian kami sampaikan, atas perhatiannya kami ucapkan terima kasih."
"199","13226","Mohon informasi, apakah berperkara dan beracara di MK harus bergelar Sarjana Hukum atau harus seorang Pengacara.Bagaiamana dengan masyarakat yang tidak berprofesi sebagai advokat bila ingin berperkara tapi tidak mampu menyewa jasa advokatpengacara.Terimakasih","22-10-2020","Hudoro Setyobawana","09-11-2020",
"200","13224","Salm sejahtea, sy richardo dari medan. ingin bertanyak menganai masalah perkara gugat sita fidusia. saya sudah daftar di ON Medan dan sudah ketemu dengan jurusita PB Medan, akan tetapi samoai saat ini tidak ada pencerahaan nya. sudah 2 kale anamaning Bagaiimana langkah selanjutnya bapak/ibu? Saya sudah bilak balik dari PN ketemu jusit nya akan tetapi belum ada kehelasan nya mohon banyuan nya dan pencerahaan nya terima kasih","21-10-2020","Utreckricardosiringoringo","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"201","13222","Selamat pagi, saya Lailatul, mahasiswa Fakultas Hukum Universitas Airlangga mau bertanya. Untuk pengisian jam magang dan KKNKKL yang tertera dalam form Magang dan KKNKKL ini diisi bagaimana ya Sebab, saya masih bingung dan belum mendapatkan informasi perihal ini. Kemudian, untuk jumlah peserta ini hanya diisi per individu Artinya, hanya 1 orang (Dalam hal ini, hanya saya). Begitu kah","21-10-2020","Lailatul Komaria","26-11-2020","Selamat Pagi Lailatul,  Mohon maaf atas ketidaknyamanannya. Saat ini formulir magang sudah diperbarui. Jumlah peserta dapat diisi sesuai dengan permohonan, dapat secara kelompok ataupun individu. Semoga Lailatul tidak menemui kendala lagi dalam pengisian formulir magang. Semoga membantu."
"202","13221","1. Mengapa dalam UU No. 10 Tahun 2004, Ketetapan MPR tidak dicantumkan sebagai salah satu sumber hukum2. Apa problematika hukum dengan dicantumkannya kembali Ketetapan MPR sebagai salah satu sumber hukum dalam UU No. 12 Tahun 2011","20-10-2020","ANGGI","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena diluar kewenangan Mahkamah Konstitusi. Silahkan bertanya dan berkonsultasi terkait isu ini dengan pembentuk undang-undang yakni Pemerintah dan DPR."
"203","13218","assalamualikum wa wb. izin bertanya1. Apa yang menjadi dasar hukum dibentuknya dewan pengawas2. Bagaimana struktur kelembagaan dan mekanisme pemberian izin penyadapan di KPK 3. Bagaimana apabila adanya dugaan pelanggaran tindak pidana namun tidak diberikan izin oleh dewan pengawas untuk melakukan penyadapan","19-10-2020","Bobot Nasution","04-12-2020","Mohon maaf, kami tidak bisa menjawab pertanyaan tersebut, karena berhubungan dengan perkara yang sedang dalam proses."
"204","13217","assalamualaikum, saya ingin bertanya apakah Mahkamah Konstitusi period bulan oktober sampai November 2020 sedang membuka lowongan magang terimakasih","19-10-2020","Citra Destian","27-10-2020","Waalaikumsalam Citra,  Terima kasih atas pertanyaannya. MK membuka kembali magang secara online untuk periode April, Juli dan Oktober 2021. Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Prosedur dan syarat magang dapat dilihat pada link berikut: https://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr  Demikian informasinya semoga membantu."
"205","13216","Saya keberatan dengan sk mutasi yang saya terima pada awal agustus 2020,apakah saya mengajukan tuntutan ke PTUN","18-10-2020","Adu Kusuma","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"206","13215","Selamat Malam. Mohon penjelasannya, apakah bisa mengajukan keberatan atas peraturan CPNS 2019 yang sudah diatur oleh PERMEN ke MK............ Khususnya mengenai keterlibatan SERDIK (sertifikat pendidik) yang bisa menjegal peringkat 1 (sehingga tidak bisa maju ke tahap pemberkasan) yang jumlahnya hampir ratusan karena ini berlangsung selama 2 tahun (2018 dan 2019). Terimakasih.","18-10-2020","WAHIDIN","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"207","13214","Selamat siang, saya mau tanya, siapa yang akan mengunggah jika kolom kosong kalah dalam pilkada apa boleh masyarakat biasa","17-10-2020","Iman","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tidak jelas. Silahkan memperbaiki rumusan pertanyaan saudara."
"208","13213","assalamualaikum pak,saya semester 7 dr kampus UIN IB PADANG jurusan hukum keluarga,begini pak,adakah sebuah putusan untuk saya teliti pakjika bapak berkenan untuk mmeberikan saya sebuah putusan untuk saya telititerima kasih sebelumnya pak...","17-10-2020","intan syahera","09-11-2020",
"209","13211","Assalamualaikum. Saya mahasiswa semester lima izin bertanya terkait pertanyan yang diberikan oleh dosen saya, Apakah seorang hakim Mahkamah Konstitusi dalam kapasitasnya sebagai pribadi, yang memiliki legal standing atas suatu persoalan tertentu, dapat mengajukan judicial review terhadap suatu UndangUndang terkait ke Mahkamah Konstitusi, tempat dia dalam kapasitas profesional bekerja.","15-10-2020","Bella Rahmayanti","09-11-2020",
"210","13208","pak tolong jelaskan undang undang tentang jual beli dengan transaksi haram(riba dll).","13-10-2020","mardiansyah Saputra","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"211","13205","Bagaimana proses hukum bila dari kasus yg blm selesai. Atau tersangka saling menyalahkan.","12-10-2020","Melindawati","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"212","13204","Apakah seorang hakim Mahkamah Konstitusi dalam kapasitasnya sebagai pribadi, yang memiliki legal standing atas suatu persoalan tertentu, dapat mengajukan judicial review terhadap suatu UndangUndang terkait ke Mahkamah Konstitusi tempat dia, dalam kapasitas profesional, bekerja.","12-10-2020","Adjie Mifftah Fauzy","09-11-2020",
"213","13203","Ap perbedaan tugas dan fungsi hakim agung dan hakim konstitusi dan berikan salah satu contoh nyatanya","12-10-2020","Franklin","09-11-2020",
"214","13202","Saya ingin bertanya apakah ketika negara ingin membuat suatu perubahan dalam konstitusi itu salah satunya harus membubarkan lembaga perwakilan rakyat. Dengan inikemydian melakukan melilih perwakilan rakyat yang baru dapat merubah konstitusi menjadi lebih baik dan sesuai dengan UUD 1945 Terimakasih","12-10-2020","Shinta ayu fatimah","09-11-2020",
"215","13200","Seorang perempuan beragama kristen menikah dengan seorang lakilaki beragam a Islam di KUA setelah sang isteri menjadi mualaf. Setelah menikah sekitar 7 bulan, si isteri kembali memeluk agama Kristen. Setela menjalani rumah tangga selama 5 tahun dalam keadaan suamiisteri berbeda agama, mereka sering sekali bertengkar sehingga si isteri tidak tahan lagi dan berniat mengajukan gugatan cerai. Pertanyaannya1. Dapatkah siisteri mengajukan gugatan cerai2. Kelembaga hukum manakah gugatan cerai itu harus diajukan Apaka ke KUA atau Pengadilan NegeriTerimakasih atasperhatian dan jawaban yang diberikan","10-10-2020","subiarto martono","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit diluar kewenangan Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"216","13199","Assalamualaikum wr. wb.Saya memohon petunjuk dan informasi terkait biaya perkara pengujian materiil di Mahkamah Konstitusi Terima kasih","09-10-2020","Abdoel mufti","12-10-2020","Yth. Abdoel Mufti, dalam permohonan pengujian undang-undang di MK tidak dipungut biaya. Terima kasih."
"217","13198","Buat sistematika Surat kuasa untuk gugatan volunter","08-10-2020","Deyan permatasari","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut diluar kewenangan dan tugas Mahkamah Konstitusi. Silahkan berkonsultasi dengan penasehat hukum."
"218","13197","Selamat siang, saya ingin bertanya apakah MK dapat membatalkan UU Omnibus law yang saat ini sedang hangathangatnya Maklum saya bukan mahasiswa hukum jadi saya butuh jawaban langsung kesini. Terimakasih sebelumnya","08-10-2020","Ibnu Wanafa","09-11-2020",
"219","13196","Apakah memungkinkan anak hasil pernikahan siri diajukan Penetapan pengesahan di pengadilan agama setempat tanpaMelampirkan hasil tes DNA mengingat biaya yang dibutuhkan sangatlahBesar. Dan apa saja yang perlu dilampirkan sebagai pengganti syaratTes DNA tersebut Terima kasih","08-10-2020","Eko Wiratmoko","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan tersebut merupakan permasalahan implementasi norma dan kasus kongkrit. Silahkan berkonsultasi dengan penasehat hukum."
"220","13195","Selamat pagi,BapakIbu yang saya hormati,saya mahasiswa hukum di salah satu PTN di Jawa Timur ingin menanyakan perihal magang di MK,minimalsemester berapa dan syarat apa saja yang dibutuhkan untuk magang di MK,jawaban bapakibu sangat berarti bagi saya.Terimakasih","08-10-2020","Faja Arya P.H","10-11-2020","Selamat Pagi Faja, Terima kasih atas pertanyaannya. MK membuka kembali magang secara online untuk periode April, Juli dan Oktober 2021. Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Prosedur dan syarat magang dapat dilihat pada link berikut: https://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr  Demikian informasinya semoga membantu."
"221","13193","Gimana caranya kita bisa cek hukuman seseorang..apakah ada alamat link","06-10-2020","Fahaz","04-12-2020","Mohon maaf, kami tidak dapat menjawab pertanyaan tersebut, karena pertanyaan yang saudara sampaikan tidak jelas. Selain itu, mengenai penghukuman diluar kewenangan Mahkamah Konstitusi."
"222","13192","Kenapa setiap negara harus memiliki landasan konstitusi","06-10-2020","Cery Sulastri Hutabarat","09-11-2020",
"223","13190","Tolong sebutkan nama nama anggota struktur organisasi MK 2020","05-10-2020","Laelatul Faizah","27-10-2020","Terima kasih untuk pertanyaannya. Info mengenai Struktur organisasi Mahkamah Konstitusi dapat diakses di laman MK pada menu Peradilan di link berikut https://mkri.id/index.php?page=web.StrukturOrganisasiamp;amp;id=4amp;amp;menu=12 Terima Kasih."
"224","13187","Apakah asas Nemo Judex incasua sua berlaku di MK Pada saat ditemukan bahwa UU MKtidak sesuai dengan Konstitusi (UUD NRI Tahun 1945) Mohon jawabannye yang mulia..","01-10-2020","Basri Simanjuntak","04-12-2020","Mohon maaf, kami tidak bisa menjawab pertanyaan tersebut, karena berhubungan dengan perkara yang sedang dalam proses."
"225","13184","Selamat Sore, saya mahasiswa jurusan Sistem Informasi.Apakah ada informasi terkait dengan pengajuan magang saat ini Bagaimanakah prosedur pengajuan magang di Mahkamah Konstitusi Terimakasih","29-09-2020","Dominique Navia Jasmine","10-11-2020","Terima kasih atas pertanyaannya. MK membuka kembali magang secara online untuk periode April, Juli dan Oktober 2021. Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Prosedur dan syarat magang dapat dilihat pada link berikut: https://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr  Demikian informasinya semoga membantu."
"226","13167","kalo ingin magang di mahkamah konstitusi itu, syarat syarat nya apa saja yaaa, dan apa saja yang perlu siapkan untuk magang di mahkamah konstitusi","17-09-2020","syahrul abiyyu","10-11-2020","Hallo Syahrul, Terima kasih atas pertanyaannya. MK membuka kembali magang secara online untuk periode April, Juli dan Oktober 2021. Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Prosedur dan syarat magang dapat dilihat pada link berikut: https://www.instagram.com/p/CGjUhxYjyJA/?=1n7zeqr1619rr  Demikian informasinya semoga membantu."
"227","12964","Bagaimana cara mengajukan kunjungan ke MK","30-01-2020","Annisa sidney mutia","31-01-2020","Yth. Annisa Sidney Mutia, terima kasih atas pertanyaan yang telah diajukan kepada Mahkamah. Annisa dapat mengakses https://contactmk.mkri.id/.  Demikian disampaikan. Atas perhatiannya, diucapkan terima kasih."
"228","12963","Salam!Saya widya anggriani jurusan Hukum Tata negara ingin bertanya mengenai prosedur atau mekanisme magang Di kantor mahkamah konstitusiTerimakasih!","30-01-2020","Widya anggriani","31-01-2020","Yth. Widya Anggriani, terima kasih atas pertanyaan yang telah diajukan. Magang MK Tahun 2020 dibuka dalam tiga gelombang, pada Januari, April, dan Juni. Permohonan magang dapat diajukan melalui berikut: https://contactmk.mkri.id/index.php?page=web.hubungiamp;amp;menu=Magang%20dan%20KKN/KKL  Demikian kami sampaikan. Atas perhatiannya, diucapkan terima kasih."
"229","12962","cara menstop langganan majalah makamah konstitusi bagaimanasoalnya mau pindah rumah. terimakasihf","29-01-2020","riakha","30-01-2020","Yth. Bapak/Ibu Riakha,  terima kasih atas pertanyaan yang telah disampaikan. Surat berisikan informasi dimaksud dapat disampaikan dengan tujuan Kepala Biro Humas dan Protokol agar dapat segera ditanggapi. Demikian kami sampaikan, atas perhatian Bapak/Ibu, kami ucapkan terima kasih."
"230","12958","Selamat sore bapakibu mohon ijin untuk bertanya......berkaitan dengan magang bagi mahasiswa d MK dalam 1 tahun dilaksanakan pada bulan apa saja dan berapa lama waktu pelaksanaan magang di MK...terima kasih....","24-01-2020","Agus Saiful Abib","31-01-2020","Yth. Bapak/Ibu Agus Saiful AbibTerima kasih atas pertanyaan yang telah diajukan.Pada tahun 2020, magang dilaksanakan pada bulan Januari, April, dan Juni. Demikian kami sampaikan. Atas perhatian Bapak/Ibu, kami ucapkan terima kasih."
"231","12955","Halo sya ekky. Dikarenakan ada tugas kuliah, ingin menanyakan tentang putusan perkara tentang mpernikahan anak dibawah umur. Bagaimana saya bisa mendapatkan referensinya Terima kasih.","23-01-2020","Ekky","30-01-2020","Yth. Ekky Putusan terkait dengan pengujian UU Perkawinan yang dimaksud dapat diunduh di laman MK pada bagian putusan dengan memasukkan nomor perkara 22/PUU-XV/2017 pada kolom pencarian. Terima kasih."
"232","12864","Selamat Malam, Perkenalkan nama saya steven moses dari Fakultas Hukum Atmajaya Jakarta. saya ingin bertanya mengenai Hal Meliput Wawancara dengan Staff Mahkamah Konstitusi dengan tujuan untuk mendalami seperti apa mekanisme kerja di Mahkamah Konstitusi, apakah hal tersebut diperbolehkan atau tidak dan bila boleh apakah syarat yang harus dipenuhi untuk dapat datang langsung untuk mewawancarai Selamat malam terimakasih.","25-11-2019","Steven Moses","26-11-2019","Yth. Steven, Silahkan untuk melakukan peliputan persidangan dengan membawa surat tugas resmi dari kampus. Sedangkan untuk melakukan wawancara dengan Kabag Humas dan KSDN, harap mengajukan surat pengajuan terlebih dahulu. Terima kasih."
"233","12863","saya ingin bertanya untuk program magang di MK untuk waktunya apakah ada ketentuan waktu magangnya sendiri, ataukah kita yang mengajukan untuk waktunya, terimakasih","24-11-2019","Azhari Alaska","26-11-2019","Yth. Azhari Alaska, Ketentuan waktu program MK mengikuti jadwal yang telah ditentukan oleh Biro SDM MK yakni pada bulan Januari, April, Juli, dan Oktober. Terima kasih."
"234","12847","Perkenalkan nama saya Resky mahasiswa fakultas Hukum, Bagaimana prosedur untuk melakukan kunjungan ke MK dan Berkas apa aja yang diperlukan untuk memenuhi prosedur tersebutTerimakasih.","16-11-2019","Reskyy Apriyanto","19-11-2019","Yth. Resky Apriyanto, Apabila ingin melakukan kunjungan ke MK silahkan isi formulir pada menu Hubungi MK pada bagian bawah laman MK. Terima kasih."
"235","12827","selamat siang kak, mau nanya untuk mengetahui statistik jumlah kasus yang masuk ke MK dimana ya kak","05-11-2019","rendi prayoga","19-11-2019","Yth. Rendi Prayoga, untuk mengetahui statistik jumlah perkara yang disidangkan di MK, silahkan pilih menu Perkara pada laman MK, kemudian pilih sub menu Rekapitulasi Perkara. Terima Kasih."
"236","12808","mohon infonya untuk dapat INFO Foto dan Video perkara PHPU nomor perkara 1071008PHPU.DPRDPRDXVII2019","24-10-2019","Erfadi","30-01-2020","Yth. Bapak/Ibu Erfadi,  terima kasih atas pertanyaan yang telah diajukan. Permohonan dokumentasi berupa foto dan video hanya dapat dipenuhi apabila Pemohon informasi membawa perangkat penyimpan dokumen berupa flashdisk atau hardisk eksternal milik pribadi. Kami mendorong Bapak/Ibu untuk hadir di Mahkamah Konstitusi apabile berkenan memperoleh dokumentasi tersebut.  Demikian disampaikan. Atas perhatian Bapak/Ibu, kami ucapkan terima kasih."
"237","12790","selamat malam ibubapak admin. saya salah satu siswa kelas 12 di salah satu SMA kota Semarang. dan saya mendapat tugas untuk mencari tau tentang mahkamah konstitusi. tetapi, kami kesulitan untuk mencari tau logo mahkamah konstitusi yang resmi dan makna dari logo tersebut. saya memohon dengan sangat agar admin berkenan untuk memberikan penjelasan beserta gambar logo resmiterima kasih","07-10-2019","Fajar Yuliardi","08-10-2019","Yth. Fajar Yuliardi, untuk logo MK dapat dilihat di laman MK pada menu Peradilan bagian emblem. Terima kasih."
"238","12789","apakah dokumen permohonan pengujian Undangundang yang disampaikan pemohon bisa saya dapatkan kalau bisa, bagaimana caranya","07-10-2019","thalhah","08-10-2019","Yth. Thalhah, dokumen permohonan PUU seperti berkas permohonan dan resume, dapat dilihat di laman MK pada menu Perkara. Terima kasih."
"239","12786","SAYA TIDAK MENEMUKAN HASIL SIDANG TERKAIT JR UU PERKAWINAN TENTANG BATAS USIA MENIKAH. MOHON PETUNJUK, TERIMAKASIH","07-10-2019","Nadhira","08-10-2019","Yth. Nadhira, Terkait putusan UU Perkawinan tentang batas usia menikah, silahkan mengunggahnya dengan memasukan nomor perkara 22/PUU-XV/2017 pada kolom pencarian Putusan. Terima kasih."
"240","12775","assalamualaikum wr wbselamat siang bapakibu maaf menganggu waktunya, saya viska apriliyani mahasiswa fakultas hukum dari unsoed ingin bertanya terkait kegiatan magang, apa saja persyaratan magang yang akan diajukan apa dikirim kan via email saja apakah dikirim juga menggunakan pos karena saya ingin mengajukan magang di MK pada periode januari 2020, dan apakah ada ketentuan minimal semster kuliah terimakasi maaf mengganggu waktunya.","25-09-2019","viska apriliyani","27-09-2019","Terima kasih untuk pertanyaannya.  Pengajuan magang dapat dilakukan melalui Hubungi MK, atau dengan mengakses link berikuthttps://contactmk.mkri.id/"
"241","12773","Selamat malam BpkIbu , bagaimana cara memperoleh putusan khusus perlindungan petani, mohon maaf karena tidak tahu berapa no putusannya, terimakasih","24-09-2019","Asri muji astuti","27-09-2019","Terima kasih untuk pertanyaannya. Putusan dapat diakses melalui link berikut.https://mkri.id/public/content/persidangan/putusan/putusan_sidang_2081_87%20PUU%202013-UU_19_2013_Perlindunganamp;amp;Pemberdayaan_Petani-telahucap-5Nov2014-%20wmActionWiz.pdfDalam lain kesempatan, pada lama MK menu putusan (kiri), Bapak/Ibu dapat meng-klik ""Selengkapnya"", klik ""Putusan PUU"", klik tanda panah ke bawah, pilih ""Judul Perkara"", isi kata kunci dengan kata yang memungkinkan memberi hasil. Terima kasih!"
"242","12771","Mau nanya sama admin, Apakah perkara atas nama kepala desa ruwit kecamatan wedung kabupaten demak jawa tengah soal pengangkatan perades di desa ruwit atas nama chalimatus sadiyah dengan nomor perkara 792018SMG dilanjut lagi di MK ini. tlg bls y min..mksh","22-09-2019","rizal saleh","27-09-2019","Terima kasih untuk pertanyaannya.  Setiap permohonan yang diajukan masyarakat maupun yang telah diregistrasi di Mahkamah Konstitusi dapat Bapak/Ibu akses melalui laman MK, khususnya link berikut https://mkri.id/index.php?page=web.Perkara2amp;amp;menu=4"
"243","12752","Assalamualaikum Wr. WbSelamat Siang, Saya ingin menayakan apakah di MKRI tersedia program untuk intership (magang) Jika ada, apa saja syarat yang harus dipenuhi untuk dapat bergabung dalam program internship serta, apakah ada durasi waktu dalam tiap kegiatan pelaksanaan program internship tersebutTerima kaih.Wasalamualaikum. Wr. Wb","12-09-2019","Batari","27-09-2019","Terima kasih untuk pertanyaannya.  Pengajuan magang dapat dilakukan melalui Hubungi MK, atau dengan mengakses link berikuthttps://contactmk.mkri.id/"
"244","12750","Assalamualaikum Wr. Wb. Perkenalkan Nama Saya David Irvan Ardiansyah Mahasiswa dari Program Studi Perpustakaan dan Sains Informasi Universitas Yarsi. Saya ingin bertanya bagaimana prosedur jika ingin mengunjungi Mahkamah Konstitusi untuk kegiatan tugas kuliah kelompok yang berjumlah 6 orang","10-09-2019","david","27-09-2019","Terima kasih untuk pertanyaannya.  Pengajuan kunjungan dapat dilakukan melalui Hubungi MK, atau dengan mengakses link berikuthttps://contactmk.mkri.id/"
"245","12748","Bagaimana syarat pemagangan di mk","09-09-2019","Rahmadina Bella","27-09-2019","Form magang dapat diakses melalui link ini https://contactmk.mkri.id/index.php?page=web.hubungiamp;amp;menu=Magang%20dan%20KKN/KKL. Tidak terdapat syarat khusus"
"246","10767","Mohon info jadwal sidang putusan perkara 1251203phpu dprdprd XVII 2019 karna dijadwal dalam penglihatan saya tidak kelihatan. Thanks bapakibu admin.wassalam","06-08-2019","Alhadi","07-08-2019","Yth. Alhadi, Jadwal sidang MK diunggah secara bertahap. Saat ini anda sudah dapat melihat jadwal Pengucapan Putusan untuk seluruh perkara PHPU 2019 di website MK. Terima kasih."
"247","10766","putusan perkara nomor 61 partai demokrat kapan ya saya coba cari tidak pernah ketemu","06-08-2019","supriannoor","07-08-2019","Yth. Supriannoor, Jadwal sidang MK diunggah secara bertahap. Saat ini anda sudah dapat melihat jadwal Pengucapan Putusan untuk seluruh perkara PHPU 2019 di website MK. Terima kasih."
"248","10765","Untuk jadwal sidang pengucapan putusan dari tanggal 6 sampai 9 agustus, kenapa nomor perkara 160112.PHPU.DPR.DPRDXVII2019, tidak ada di jadwalnya, padahal kemaren perkara tersebut sudah masuk ke agendamendengarkan keterangang saksi dan ahli, mohon pencerahan.tereimakasih","06-08-2019","yoga","07-08-2019","Yth. Yoga, Jadwal sidang MK diunggah secara bertahap. Saat ini anda sudah dapat melihat jadwal Pengucapan Putusan untuk seluruh perkara PHPU 2019 di website MK. Terima kasih."
"249","10750","Apakah sy boleh meminta salinan putusan atas perkara phpu no 63_14_34 PHPU DPR DPRD XVII2019Mhn arahan nya. Terima kasih","30-07-2019","Endry prasetyo","07-08-2019","Yth. Endry Prasetyo, Seluruh putusan MK dapat anda unduh di laman MK pada menu Putusan dengan cara memasukan nomor perkara yang anda butuhkan pada kolom pencarian. Terima kasih."
"250","10723","jadwal siding untuk propinsi papua kapan","23-07-2019","niko Tunjanan","23-07-2019","Yth Niko, untuk jadwal sidang MK dapat dilihat di laman MK. Terima kasih."
"251","10719","Putusan PHPU DPRD Provinsi Papua Dapil 2, senin 22 2019 juli 2019","22-07-2019","joy imbiri","23-07-2019","Yth. Joy, Seluruh putusan MK dapat diunduh di laman MK. Terima kasih."
"252","7351","Bisa minta info terkait berlangganan jurnal aktual MK","25-06-2019","Vita","27-06-2019","Yth. Vita, untuk pengajuan berlangganan jurnal konstitusi MK, silahkan hubungi Pusat Penelitian dan Pengkajian Perkara, dan Pengelolaan Perpustakaan melalui nomor telepon MK 021-23529000. Terima kasih."
"253","7348","kalau sya ingin mendownload permohonan pemohon dalam persidangan sengketa PILPRES 2019 dimana ya","25-06-2019","Dimas","27-06-2019","Yth. Dimas, terkait data atau informasi mengenai PHPU 2019 silahkan unduh di bagian menu Pemilihan Umum 2019 pada website MK. Terima kasih."
"254","6915","selamat siang, saya Yesa, dari Fakultas Hukum Universitas Muhammadiyah Jakarta, hendak bertanya mengenai program magang di MKRI untuk mahaisiwa tingkat akhir fakultas hukum, prosedurnya gimana ya terimakasih..","29-05-2019","Yesa Novianti","30-05-2019","Yth. Yesa, Untuk prosedur magang di MK, silahkan daftar melalui menu Kunjungi MK yang terletak pada bagian bawah di laman MK. Terima Kasih."
